PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Defect
-0.49653474724874863,1.5529778939034187,0.3154708845008976,-0.053802792956766536,-0.6138765917122065,-1.3845167358449801,-0.3371868105139281,-0.20692016975302208,-0.26739930367664544,0
1.3685986595447137,0.20852430608094424,-0.5210649725005617,-0.7160698061484054,-1.0484019117939904,0.9610028733093099,-0.10793899552680516,-1.0762826368779377,1.109416188311841,0
-1.9255644776211989,-0.47637350141860657,-1.2285691780970622,0.9608189770889337,-1.0697519537776559,-0.5198049796826906,1.2365317610021918,-0.15817428342120102,1.6392641182930816,0
-0.4740828564600474,0.1447379970135428,0.5091520588703726,0.8328238382764538,-1.5208828430411467,-0.8602248379909158,0.19751550133537502,-0.4705778881245147,-0.3221935004384527,0
0.38085831886867166,0.5418810365117749,0.4671440995717681,0.4331158250192248,1.325977670914376,-0.09017004799719078,-0.3545872770937913,-0.2370238726845181,-0.7663735153889261,1
1.0197113702229874,-0.05801279249062895,-1.1138326746612626,0.6881638222162231,-0.8215103969105806,-0.8529678284314562,-0.43032755381838517,0.17188339067693847,1.4127700563753942,0
-0.25617268483398203,0.033659949466594064,0.6120908323319428,-0.926225171376497,0.8870191415570889,0.18338812667500487,1.0471698473211595,-1.7809415663157848,-0.2500241991423057,1
-2.8807175145995414,-1.8173877033587191,-0.2676999080724514,-0.3378928229233114,-0.896576210064326,-0.8835547021915579,1.1501373432658442,0.5973465502007399,-0.7438655419898508,0
-0.3117672565474805,-2.4041873533507445,-0.06593332577544246,-0.8000701847958407,-1.7012140916318323,0.5580569557476719,-0.5642905425240522,1.4531650040427129,1.739396577928988,0
-0.039373530204353406,0.21838255161553163,-0.3069669832345908,3.895722895156575,-1.2047119097014523,0.2587084336074193,0.6822010964090044,3.047567156758433,-0.05097793303817876,0
1.3745158204915024,-0.4635531985206565,0.2569097583695548,0.2939608878641767,1.1170473169164106,-0.25399222740962024,3.2383428927620175,-0.6094223931224482,-1.5033112327326232,0
0.005915814999521019,0.609131607755837,1.4148718269654699,1.6172727640123248,-0.14428762485397356,1.156104441365394,-0.8479882161750714,2.3838409811850987,-0.043921083397553684,0
0.7939589626306575,-0.53712034665618,-0.9510836901198715,-0.0934009771620886,-0.8579567193308216,-1.8325907251053708,-0.5859731642716459,-1.0357306954861687,-0.6981404773380712,0
-0.43454318160044886,-0.2718695874868228,0.06632901751974891,0.03185344190372695,0.5782215948876639,-1.8991261472580026,-1.1971542616129798,-0.8213430782344796,-0.09234394129719752,0
-1.9950383183225124,0.39591249617580915,-0.708441168831992,1.5492017631441883,0.2120613328894507,0.8783941130591517,0.3183140479967279,-0.660103355738082,0.1389084741715051,0
0.4301129329891334,1.0495527232703736,-0.18967411693594763,-0.014866774141471552,0.4178988417881258,0.4838944620972039,-2.2621177611852255,-0.623128080401435,-0.05712342127343783,0
2.517872148039533,-1.0058408890526442,-0.10882118928826978,1.439054839714123,0.18109247722857488,0.7620099845561651,-0.6216887816845371,0.8978111504565633,-0.8371852900067599,0
-0.036138387326929367,-1.4057573781256736,0.37452239052518277,-0.8997991558809657,-0.8684077395552197,-0.14140960899386654,-0.13790543336273725,0.41918623809413014,-0.008335062879180712,0
0.3433838098985693,-0.13466021857704086,-1.0067027250026253,-0.7860349566513309,-0.8029304946828509,-0.7128018744900696,-1.9849206896669207,1.2844119301419668,-1.2289389145649867,1
-0.8790045275061984,-0.7256592332117466,0.03306059063218187,1.2984271454410377,-0.48943786806715955,1.2784436684604248,-0.1852673216249199,0.38044306510924414,0.8379342781300531,1
-0.6943949249697126,-0.21953125319307856,1.0578057953004087,0.11021717868253085,1.542042552809255,0.7513133253936082,0.8900415016654027,0.130706979730155,-0.9150591068332574,1
-1.1102274817197644,-1.5922732002989195,0.4950594749392833,-0.4381084567085644,-0.05965499903244006,-0.5038964869092215,-1.1664430984045895,-2.8605921981119735,-0.9098031195835864,0
-0.0835571016387205,-0.7302794403571502,0.38760547905902015,-0.6830369399576606,-0.16289891288122213,0.7335976105462656,1.4225053314399494,-1.521483939546963,0.7094213777256488,0
